,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,A005380,A006800,A078930,A097950,A010950,A003490,A001040,A002380,A081660,A009450,A090430,A010130,A207940,A032640,A004370,A017810,A069960,A267250,A057050,A267270,A252670,A008770,A005930,A035420,A000660,A012330,A009150,A096770,A069500,A035720,A233740,A006400,A066570,A017670,A004170,A021240,A036570,A068270,A139480,A011210,A251340,A006260,A138930,A042700,A112610,A298020,A017390,A128820,A004980,A102460,A005850,A015020,A001430,A084010,A052690,A151860,A069330
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,42026,-1,90090,28790,-1,-1,48730,63320,-1,-1,-1,14126,-1,18310,-1,-1,81170,51440,-1,89620,-1,-1,-1,-1,-1,244500,42387,-1,-1,-1,150850,-1,-1,71990,-1,-1,-1,87110,-1,68060,-1,33886,76770,-1,131050,4663,10866,49676,30376,2907,28096,20220,48090,15966,2419
